Iron Man,The Incredible Hulk,Iron Man 2,Thor,Captain America: The First Avenger,Marvel One-Shot: The Consultant,Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer,The Avengers,Marvel One-Shot: Item 47,Iron Man 3,Marvel One-Shot: Agent Carter,Agents of S.H.I.E.L.D.,Thor: The Dark World,Marvel One-Shot: All Hail the King,Captain America: The Winter Soldier,Guardians of the Galaxy,Agent Carter,Daredevil,Avengers: Age of Ultron,WHIH News Front,Ant-Man,Jessica Jones,Captain America: Civil War,Luke Cage,Doctor Strange,Agents of S.H.I.E.L.D.: Slingshot,Iron Fist,Guardians of the Galaxy Vol. 2,Spider-Man: Homecoming,The Defenders,Inhumans,Thor: Ragnarok,The Punisher,Runaways,Black Panther,Avengers: Infinity War,Cloak & Dagger,Ant-Man and the Wasp,Captain Marvel,Avengers: Endgame,Spider-Man: Far from Home,Helstrom,Marvel Studios: Legends,WandaVision,The Falcon and the Winter Soldier,Loki,Black Widow,What If...?,Shang-Chi and the Legend of the Ten Rings,Eternals,Hawkeye,Spider-Man: No Way Home,Moon Knight,Doctor Strange in the Multiverse of Madness,Ms. Marvel,Thor: Love and Thunder,She-Hulk: Attorney at Law,Werewolf by Night,Black Panther: Wakanda Forever,The Guardians of the Galaxy: Holiday Special,character_name,alternate_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:45,,,,,,,,,,,,,,,,,,,,,,,,Father Francis Delgado,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:15,,,,,,,,,,,,,,,,,,,,,,,,Duane Porter,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:15,,,,,,,,,,,,,,,,,,,,,,,,Nathan Bowen,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:15,,,,,,,,,,,,,,,,,,,,,,,,Peter Scarborough,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6:00,,,,,,,,,,,,,,,,,,,,,,,,Greg Pressfield,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6:00,,,,,,,,,,,,,,,,,,,,,,,,Officer Kenneth Fuchs,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5:30,,,,,,,,,,,,,,,,,,,,,,,,Del,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4:45,,,,,,,,,,,,,,,,,,,,,,,,Rick Cotton,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4:00,,,,,,,,,,,,,,,,,,,,,,,,Billy Johnson,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:45,,,,,,,,,,,,,,,,,,,,,,,Ava Starr,Ghost
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:30,,,,,,,,,,,,,,,,,,,,,,,Dr. Bill Foster,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7:00,,,,,,,,,,,,,,,,,,,,,,,Sonny Burch,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5:30,,,,,,,,,,,,,,,,,,,,,,,Agent James Woo,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3:00,,,,,,,,,,,,,,,,,,,,,,,Uzman,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1:45,,,,,,,,,,,,,,,,,,,,,,,Anitolov,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:30,,,,,,,,,,,,,,,,,,,,,,,Elihas Starr,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65:00,6:00,,,1:15,,,,,6:15,:15,,,,,,:15,,,,,,Carol Danvers,Vers
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22:30,,,,,,,,,,,,,,,,,,,,,,Agent Nick Fury,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:45,,8:45,,,,,,,,,,,,,,,,,,,,Talos,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:45,,,,:15,,,,,,,,,,,,,,,,,,Yon-Rogg,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00,,,,,,,,,,,,,,,2:15,,,,,,,Maria Rambeau,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4:45,,,,:30,37:45,,,,,,,,,,,,,,,,,Monica Rambeau,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4:45,,,,,,,,,,,,,,,,,,,,,,Goose,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3:30,,,,,,,,,,,,,,,,,,,,,,Mar-Vell,Dr. Wendy Lawson
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3:30,,,,,,,,,,,,,,,,,,,,,,Kree Supreme Intelligence,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3:30,,,,,,,,,,,,,,,,,,,,,,Minn-Erva,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2:30,,,,,,,,,,,,,,,,,,,,,,Att-Lass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2:15,,,,,,,,,,,,,,,,,,,,,,Bron-Char,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2:00,,3:30,,,,,,,,,,,,,,,,,,,,Soren,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:15,,,1:45,,1:45,,,,,,,,,,,,,,,,"James ""Rhodey"" Rhodes",War Machine
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3:15,,,,,,,,,,,,,,,,,,,,,Morgan Stark,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1:30,,,:30,,,,,,,,5:30,,,,,,,,,,Lila Barton,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1:15,,,:15,,,,,,,,,,,,,,,,,,Akihiko,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:45,,,,,,,,,,,,,,,,,,,,,Agent Brock Rumlow,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:45,,,:30,,,,,,,,4:00,,,,,,,,,,Cooper Barton,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:45,,,:15,,,,,,,,4:00,,,,,,,,,,Nathaniel Barton,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:15,,,,,,,,2:00,,,,,,,,,,,19:45,,Queen Ramonda,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21:15,,,,,,,,,,,,,,,,,,,,Quentin Beck,Mysterio
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5:45,,,,,,,,,,,,,,,,,,,,Brad Davis,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4:15,,,,,,,,,,,:30,,,,,,,,,Julius Dell,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3:30,,,,,,,,,,,,,,,,,,,,Josh,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3:15,,,,,,,,,,,,,,,,,,,,Zoha,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3:00,,,,,,,,,,,,,,,,,,,,Zach,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3:00,,,,,,,,,,,,,,,,,,,,Tyler,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2:45,,,,,,,,,,,,,,,,,,,,Sebastian,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2:45,,,,,,,,,,,,,,,,,,,,Yasmin,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1:30,,,,,,,,,,,,,,,,,,,,Dimitri,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:15,,,,,,,,,,,1:45,,,,,,,,,J. Jonah Jameson,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143:15,,,,,,,,,,,,,,,,,,,Daimon Helstrom,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133:15,,,,,,,,,,,,,,,,,,,Ana Helstrom,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99:45,,,,,,,,,,,,,,,,,,,Gabriella Rosetti,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67:15,,,,,,,,,,,,,,,,,,,Victoria Helstrom,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60:00,,,,,,,,,,,,,,,,,,,Dr. Louise Hastings,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46:30,,,,,,,,,,,,,,,,,,,Caretaker,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42:30,,,,,,,,,,,,,,,,,,,Kthara,Lilith
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33:30,,,,,,,,,,,,,,,,,,,Chris Yen,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26:45,,,,,,,,,,,,,,,,,,,Basar,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:45,,,,,,,,,,,,,,,,,,,Magoth,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:45,,,,,,,,,,,,,,,,,,,Keith Spivey,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:30,,,,,,,,,,,,,,,,,,,Esther Smith,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:30,,,,,,,,,,,,,,,,,,,Raum,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:30,,,,,,,,,,,,,,,,,,,Father Joshua Crow,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:30,,,,,,,,,,,,,,,,,,,Bryce,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7:15,,,,,,,,,,,,,,,,,,,Derrick Jackson,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7:00,,,,,,,,,,,,,,,,,,,Finn Miller,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6:45,,,,,,,,,,,,,,,,,,,Alex Tilden,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2:45,,,,,,,,,,,,,,,,,,,"""Papa""",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6:15,,,,,6:30,,,,,,,,,,,,,Loki Laufeyson,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4:30,,,,,18:45,,,,,,,,55:00,,,,,Thor Odinson,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1:00,36:00,,,,,,,,,,,,,,,,,Agatha Harkness,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:45,,,,:45,,,,,,,,,,,,,,Thaddeus Ross,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:45,,,,,,63:00,,,,,,,,,,,,Xu Shang-Chi,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:30,,,,,:45,,,,,,,,,,,,,Odin Allfather,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:30,,,,,,31:15,,,,,,,,,,,,Katy Chen,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:30,,,,,,3:30,,,,,,,,,,,,Soo,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:30,17:30,,,,,,,,,,2:15,,,,,,,Tommy Maximoff,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:30,17:00,,,,,,,,,,2:15,,,,,,,Billy Maximoff,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:15,,,,,,,,,,,,,,,,,,Ronan the Accuser,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:15,,,x:00,,,,,,,,,,,,,,,Phil Coulson,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:15,,,,,,27:00,,,,,,,,,,,,Xu Wenwu,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:15,,,,,,,,,,,,,,,,,,Jackson Norris,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:15,,,,41:00,,,,19:00,,,,,,,,,,Yelena Belova,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:15,19:00,,,,,,,,,,,,,,,,,Jimmy Woo,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:15,,,,,,,,,,,,,,,,,,Tyler Hayward,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:45,,,,,,,,,,,,1:00,,,,,Dr. Darcy Lewis,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:15,,,,,,,,,,,,,,,,,Director Tyler Hayward,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:00,,,,,,,,,,,,,,,,,Ralph Boehner,"""Pietro Maximoff"""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5:30,,,,,,,,,,,,,,,,,Sharon Davis,"""Mrs. Hart"""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5:30,,,,,,,,,,,,,,,,,"""Mr. Hart",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5:15,,,,,,,,,,,,,,,,,John Collins,"""Herb"""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5:00,,,,,,,,,,,,,,,,,Abilash Tandon,"""Norm"""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4:45,,,,,,,,,,,,,,,,,Sarah Proctor,"""Dottie"""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3:15,,,,,,,,,,,,,,,,,Agent Rodriguez,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2:30,,,,,,,,,,,,,,,,,Harold Proctor,"""Phil"""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2:15,,,,,,,,,,,,,,,,,Isabel Matsueda,"""Beverly"""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1:30,,,,,,,,,,,,,,,,,Sparky,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1:00,,,,,,,,,,,,,,,,,Iryan Maximoff,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1:00,,,,,,,,,,,,,,,,,Olek Maximoff,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37:00,,,,,,,,,,,,,,,,John Walker,Captain America
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27:00,,,,,,,,,,,,,,,,Karli Morgenthau,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20:45,,,,,,,,,,,,,,,,Baron Helmut Zemo,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:45,,,,,,,,,,,,,,,,Sarah Wilson,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00,,,,,,,,,,,,,,,,Lemar Hoskins,Battlestar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:45,,,,,,,,,,,,,,,,Isaiah Bradley,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:00,,,,,,,,,,,,,,,,Dovich,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7:30,,,,,,,,,,,,,,,,Joaquin Torres,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5:30,,,,,,,,,,,,,,,,Dr. Christina Raynor,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4:30,,,,,,,,,,,,,,,,Olivia Walker,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3:00,,,,,,,,,,,,,,,,Contessa Valentina Allegra de Fontaine,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2:15,,,,,,,,,,,,,,,,Eli Bradley,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160:45,,,,,,,,,,,,,,,all Loki variants total,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73:15,,,,,,,,,,,,,,,Sylvie,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57:00,,,,,,,,,,,,,,,Mobius,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22:15,,,,,,,,,,,,,,,Judge Renslayer,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19:30,,,,,,,,,,,,,,,Hunter B-15,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:30,,,,,,,,,,,,,,,"""He Who Remains""",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:30,,,,,,,,,,,,,,,Classic Loki,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6:00,,,,,,,,,,,,,,,Kid Loki,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4:00,,,,,,,,,,,,,,,Hunter C-20,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3:45,,,,,,,,,,,,,,,Miss Minutes,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3:15,,,,,,,,,,,,,,,Black Loki,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2:45,,,,,,,,,,,,,,,Gator Loki,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2:30,,,,,,,,,,,,,,,Casey,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1:00,,,,,,,,,,,,,,,President Loki,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1:00,,,,,,,,,,,,,,,Bruce Banner,The Hulk
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24:15,,,,,,,,,,,,,,Alexei Shostakov,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20:45,,,,,,,,,,,,,,Melina Vostkoff,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:15,,,,,,,,,,,,,,General Viktor Dreykov,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:30,,,,,,,,,,,,,,Antonia Dreykov,Taskmaster
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3:45,,,,,,,,,,,,,,Rick Mason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1:30,,,,,,,,,,,,,,Lerato,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1:30,,,,,,,,,,,,,,Ingrid,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1:15,,,,,,,,,,,,,,Oksana,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1:00,,,,,,,,,,,,,,Contessa Valentina de Fontaine,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22:15,,,,,,2:00,,,,,,,Captain Peggy Carter,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22:00,,,,,,,,,,,,,T'Challa,Star-Lord
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16:30,,,,,,,,,,,,,"Erik ""Killmonger"" Stevens",Black Panther
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:30,,,,,,,,,,,,,The Watcher,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2:15,,,,,,,,,,,,,O'Bengh,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1:30,,,,,,,,,,,,,Col. John Flynn,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1:30,,,,,,,,,,,,,"Gen. Thaddeus ""Thunderbolt"" Ross",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1:15,,,,,,,,,,,,,Howard the Duck,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1:00,,,,,,,,,,,,,Pvt. James Montgomery Falsworth,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:45,,,,,,,,,,,,,Proxmia Midnight,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x:00,,,,,,,,,,,,,King Laufey,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22:00,,,,,,,,,,,,Xu Xialing,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7:45,,,,,,,,,,,,Ying Nan,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6:30,,,,,,,,,,,,Ying Li,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6:00,,,,,,,,,,,,Razor Fist,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5:15,,,,,,,,,,,,Morris,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4:15,,,,,,,,,,,,The Great Protector,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3:45,,,,,,,,,,,,The Dweller in Darkness,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2:30,,,,,,,,,,,,John,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2:30,,,,,,,,,,,,Jon Jon,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2:15,,,,,,,,,,,,Death Dealer,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1:45,,,,,,,,,,,,Master Guang Bo,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46:15,,,,,,,,,,,Sersi,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34:30,,,,,,,,,,,Ikaris,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19:15,,,,,,,,,,,Thena,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17:30,,,,,,,,,,,Sprite,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:15,,,,,,,,,,,Kingo,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:15,,,,,,,,,,,Phastos,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:15,,,,,,,,,,,Druig,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:30,,,,,,,,,,,Ajak,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,,,,,,,,,,,Makkari,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:15,,,,,,,,,,,Gilgamesh,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:45,,,,,,,,,,,Dane Whitman,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7:00,,,,,,,,,,,Kro,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6:00,,,,,,,,,,,Karun,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3:00,,,,,,,,,,,Tiamut,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2:00,,,,,,,,,,,Jack,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1:45,,,,,,,,,,,Arishem,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1:00,,,,,,,,,,,Pip the Troll,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:45,,,,,,,,,,,Eros,Starfox
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110:15,,,,,,,,,,Kate Bishop,Hawkeye
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22:30,,,,,,,,,,Eleanor Bishop,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21:00,,,,,,,,,,Maya Lopez,Echo
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:30,,,,,,,,,,Kazi Kazimierczak,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:45,,,,,,,,,,Jack Duquesne,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7:45,,,,,,,,,,Ivan,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7:00,,,,,,,,,,Tomas,
